GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "01067","Henry, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.417,108.132,102.838,105.100,114.202,113.558,106.680,106.084,100.482,97.386,101.996,100.000,107.523,104.848,111.626,115.355,118.802,120.207,124.119,122.531,126.576
 "01067","Henry, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",258909,281612,275681,294248,323817,329314,318337,321612,309270,304718,325411,328162,365604,364157,389927,403548,427695,440937,461502,467423,536521
 "01069","Houston, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",3787789,3974861,4050574,4217739,4283885,4394184,4410108,4234994,4113444,4099204,4142515,4213275,4371341,4441293,4487579,4710544,4851279,4866067,4939434,4905327,5108440
 "01069","Houston, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.901,94.341,96.138,100.106,101.676,104.294,104.672,100.516,97.631,97.293,98.321,100.000,103.752,105.412,106.510,111.802,115.143,115.494,117.235,116.426,121.246
 "01069","Houston, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3012392,3195107,3323734,3541582,3694354,3907830,4028513,3934804,3979688,3979375,4066755,4213275,4478046,4677404,4826454,5116140,5354636,5503273,5757032,5831735,6451197
 "01071","Jackson, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1534751,1580559,1580518,1755015,1826404,1810909,1786404,1695953,1502826,1548503,1509215,1533684,1562686,1536059,1424146,1382694,1375060,1435528,1381528,1319922,1394081
 "01071","Jackson, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.070,103.056,103.054,114.431,119.086,118.076,116.478,110.580,97.988,100.966,98.405,100.000,101.891,100.155,92.858,90.155,89.657,93.600,90.079,86.062,90.898
 "01071","Jackson, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1218200,1260074,1280333,1452737,1541894,1585151,1613250,1556124,1429030,1492034,1487843,1533684,1598595,1604020,1516403,1485987,1503202,1599270,1575406,1533080,1694195
 "01073","Jefferson, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",37681822,38747493,39024301,40928433,41697036,41121019,40981513,40929200,38983354,39024448,39954163,40592532,39863125,39452496,39416299,39851104,40168804,40883442,41169111,40222939,42384437
 "01073","Jefferson, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.829,95.455,96.137,100.827,102.721,101.302,100.958,100.829,96.036,96.137,98.427,100.000,98.203,97.192,97.102,98.173,98.956,100.717,101.420,99.090,104.414
 "01073","Jefferson, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",28804634,30120152,31025368,33701861,35724681,36735145,37766354,38394117,36494457,37272519,39200920,40592532,40455317,40967563,41595441,42552512,43876481,45983189,47318302,46940855,51658141
 "01075","Lamar, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",363789,342400,320993,343352,360305,350977,340172,309853,286451,287810,305015,321445,312541,309333,303713,300536,307510,304310,300735,290232,296383
 "01075","Lamar, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",113.173,106.519,99.859,106.815,112.089,109.187,105.826,96.394,89.113,89.536,94.889,100.000,97.230,96.232,94.484,93.495,95.665,94.669,93.557,90.290,92.203
 "01075","Lamar, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",281871,266617,262421,291190,320235,316997,316858,301165,270179,277011,297133,321445,323865,329747,329221,332914,346910,353521,359195,358515,390612
 "01077","Lauderdale, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2243515,2203752,2233297,2362525,2440837,2462690,2463328,2421625,2414880,2430322,2454107,2513592,2523452,2416447,2374393,2335953,2365138,2363762,2358530,2343835,2441824
 "01077","Lauderdale, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.255,87.673,88.849,93.990,97.106,97.975,98.000,96.341,96.073,96.687,97.633,100.000,100.392,96.135,94.462,92.933,94.094,94.039,93.831,93.246,97.145
 "01077","Lauderdale, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1729034,1731446,1793189,1951942,2073126,2161562,2243194,2247611,2301750,2336258,2385331,2513592,2574422,2524181,2541274,2544329,2623975,2691139,2754898,2809331,3075955
 "01079","Lawrence, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",675334,679818,823120,1073074,738194,667965,811658,824750,925165,905507,839975,799563,713246,618469,511795,457839,477529,503782,506633,524754,529939
 "01079","Lawrence, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.463,85.024,102.946,134.208,92.325,83.541,101.513,103.150,115.709,113.250,105.054,100.000,89.204,77.351,64.009,57.261,59.724,63.007,63.364,65.630,66.279
 "01079","Lawrence, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",548652,554652,674228,887417,616486,580732,731129,760447,885647,887594,831972,799563,738383,651446,549036,497007,529208,573254,592963,630075,667584
 "01081","Lee, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2959582,3114486,3312376,3713798,3914405,4039378,4171738,4233694,4165524,4291653,4618312,4848573,4876619,4935200,5119613,5267271,5434635,5378758,5600186,5605471,5898376
 "01081","Lee, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",61.040,64.235,68.317,76.596,80.733,83.311,86.041,87.318,85.912,88.514,95.251,100.000,100.578,101.787,105.590,108.635,112.087,110.935,115.502,115.611,121.652
 "01081","Lee, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2300466,2471635,2677138,3075416,3346547,3578811,3806548,3929386,3995158,4139997,4513102,4848573,4991948,5181544,5544597,5776196,6056207,6132347,6539889,6703408,7335523
 "01083","Limestone, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2215527,2367745,2548879,2677309,2770304,2919374,2867902,2871519,2680044,2888081,2990908,3122053,3180492,3173690,3207964,3297593,3401464,3375489,3549292,3521359,3679491
 "01083","Limestone, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.964,75.839,81.641,85.755,88.733,93.508,91.859,91.975,85.842,92.506,95.799,100.000,101.872,101.654,102.752,105.623,108.950,108.118,113.685,112.790,117.855
 "01083","Limestone, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1879343,2006808,2204241,2348994,2463124,2646218,2671055,2698355,2646694,2840224,2965255,3122053,3256894,3362258,3469823,3571561,3752493,3811556,4112371,4128342,4609337
 "01085","Lowndes, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",382069,327274,389530,436046,421017,461054,474895,421752,430515,495309,505552,457929,456072,450871,409660,422130,417088,398202,376457,363418,372001
 "01085","Lowndes, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.434,71.468,85.063,95.221,91.939,100.682,103.705,92.100,94.013,108.163,110.399,100.000,99.594,98.459,89.459,92.182,91.081,86.957,82.209,79.361,81.235
 "01085","Lowndes, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",273474,237125,290496,335985,327545,365418,393827,361326,376232,441188,484861,457929,461758,461253,424496,434310,441268,425721,407542,397968,435892
 "01087","Macon, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",445102,423256,427848,467962,477166,482939,482272,484832,482001,462855,479914,468004,497863,473117,440648,472720,487902,482414,482969,477692,512801
 "01087","Macon, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",95.106,90.439,91.420,99.991,101.958,103.191,103.049,103.596,102.991,98.900,102.545,100.000,106.380,101.093,94.155,101.008,104.252,103.079,103.198,102.070,109.572
 "01087","Macon, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",321812,316949,331864,377062,397645,417510,436089,449479,459480,447447,469147,468004,509997,496983,479420,522543,546979,550425,563479,571928,619915
 "01089","Madison, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",13064625,13503561,14268135,15481305,16462722,17075505,17804952,18421232,18787387,19751451,20075032,19993933,20238227,20279326,20561067,21151856,21744624,22704370,23767682,23927196,25393993
 "01089","Madison, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.343,67.538,71.362,77.430,82.339,85.403,89.052,92.134,93.965,98.787,100.406,100.000,101.222,101.427,102.837,105.791,108.756,113.556,118.874,119.672,127.008
 "01089","Madison, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",11264628,11790546,12578291,13818170,14930804,15768322,16753923,17483364,18206166,19222464,19745977,19993933,20564007,20929963,21689063,22564621,23490122,24943652,26609074,27273353,29477135
 "01091","Marengo, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",617423,621792,618573,665099,714972,724967,700992,654513,676934,666837,636262,654497,665607,677369,647482,655314,640257,671275,686458,689416,702667
 "01091","Marengo, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",94.335,95.003,94.511,101.620,109.240,110.767,107.104,100.002,103.428,101.885,97.214,100.000,101.697,103.495,98.928,100.125,97.824,102.563,104.883,105.335,107.360
 "01091","Marengo, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",482974,490448,497259,551332,600924,626954,628384,597740,638073,642550,622972,654497,690400,715819,698762,714850,714889,765958,796683,809877,875190
 "01093","Marion, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",742709,751096,738269,830892,905185,917695,874200,795519,779574,771593,755314,798185,798695,786496,803783,784859,794467,808736,788896,771661,822947
 "01093","Marion, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.050,94.100,92.493,104.098,113.405,114.973,109.523,99.666,97.668,96.668,94.629,100.000,100.064,98.536,100.701,98.330,99.534,101.322,98.836,96.677,103.102
 "01093","Marion, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",603646,617399,620680,723514,800058,822789,796542,733364,738867,742597,735108,798185,825256,828297,860289,850451,880581,919403,916135,921451,1065703
 "01095","Marshall, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2508813,2512662,2582636,2800918,2870867,2846160,2899621,2764389,2650630,2678445,2739067,2819556,2986432,2891804,3048056,3026434,3153524,3232037,3287708,3246949,3449047
 "01095","Marshall, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.979,89.116,91.597,99.339,101.820,100.944,102.840,98.043,94.009,94.995,97.145,100.000,105.919,102.562,108.104,107.337,111.845,114.629,116.604,115.158,122.326
 "01095","Marshall, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1981983,2014147,2098915,2334988,2437734,2476207,2581146,2519590,2505310,2554800,2653112,2819556,3043144,3001132,3240654,3253855,3426167,3564744,3713927,3770222,4131982
 "01097","Mobile, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",14555473,14674308,14895845,15390687,16161820,17265238,17276837,17395442,17284291,17353556,17874736,17793777,17925074,17849817,17820369,18113255,18166632,18403758,18666287,18356132,18885760
 "01097","Mobile, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.801,82.469,83.714,86.495,90.828,97.030,97.095,97.761,97.137,97.526,100.455,100.000,100.738,100.315,100.149,101.795,102.095,103.428,104.903,103.160,106.137
 "01097","Mobile, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",11238312,11496635,11994442,12761241,13908882,15376464,15820875,16348206,16350189,16678550,17588918,17793777,18180306,18544640,18631461,18978260,19616135,20569365,21062471,20649140,22908642
 "01099","Monroe, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",798545,772642,780626,871699,919379,955793,876726,813751,768094,737712,677011,650456,659195,635612,644077,641767,656428,628568,597186,589761,577141
 "01099","Monroe, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",122.767,118.785,120.012,134.014,141.344,146.942,134.786,125.105,118.085,113.415,104.082,100.000,101.343,97.718,99.019,98.664,100.918,96.635,91.810,90.669,88.729
 "01099","Monroe, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",638213,617113,639638,736798,803865,856347,800493,773027,725567,717455,666266,650456,686299,675167,682105,684644,721308,713671,685483,683219,732608
 "01101","Montgomery, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",11024385,11217982,11471036,11906792,12474882,12768770,12746654,12547844,11982112,12144035,12236304,12223959,12206488,12047500,12230674,12527980,12539380,12514189,12610524,12387524,13020681
 "01101","Montgomery, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",90.187,91.770,93.841,97.405,102.053,104.457,104.276,102.650,98.022,99.346,100.101,100.000,99.857,98.556,100.055,102.487,102.580,102.374,103.162,101.338,106.518
 "01101","Montgomery, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",8600910,8960916,9380965,10018172,10791673,11361564,11689865,11683142,11443114,11725529,11961887,12223959,12470674,12579934,13120449,13642944,13853413,14125956,14551450,14607027,15738152
 "01103","Morgan, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",4196404,4132100,4371847,4803202,4811994,4964328,5002852,4792180,4576600,4659571,4523479,4571712,4676490,4827297,4825547,4973724,5019153,5081624,5124226,5166500,5327748
 "01103","Morgan, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.791,90.384,95.628,105.064,105.256,108.588,109.431,104.822,100.107,101.922,98.945,100.000,102.292,105.591,105.552,108.793,109.787,111.154,112.085,113.010,116.537
 "01103","Morgan, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3217024,3219407,3453802,3918161,4051692,4354490,4510891,4447619,4336488,4448594,4415771,4571712,4768054,5049459,5148595,5362320,5533544,5757396,5910834,5998075,6615103
 "01105","Perry, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",185105,179970,195241,194370,221165,222356,208031,218746,212642,229708,214728,218779,228522,199909,195691,201532,198877,195744,194953,193180,172984
 "01105","Perry, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.609,82.261,89.241,88.843,101.091,101.635,95.087,99.985,97.195,104.996,98.148,100.000,104.453,91.375,89.447,92.117,90.903,89.471,89.110,88.299,79.068
 "01105","Perry, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",138117,136997,153332,161199,185057,191660,193057,207545,195573,218833,212069,218779,231862,205374,200801,206859,209368,208072,211239,215166,209787
 "01107","Pickens, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",349981,340837,343300,366314,396727,354986,358595,326628,360547,352743,312301,361890,420329,430029,434007,424370,431133,425705,428181,408780,423622
 "01107","Pickens, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",96.709,94.182,94.863,101.222,109.626,98.092,99.089,90.256,99.629,97.472,86.297,100.000,116.148,118.828,119.928,117.265,119.134,117.634,118.318,112.957,117.058
 "01107","Pickens, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",274628,268523,282937,321455,346963,314979,332212,309960,329928,335232,305372,361890,435389,451793,435764,422909,446190,454991,461997,452155,522342
 "01109","Pike, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",816714,858886,902923,988494,1039021,1066792,1095680,1137026,1139955,1212662,1149544,1165119,1161752,1222633,1249610,1291121,1297491,1280322,1289885,1263798,1343547
 "01109","Pike, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.097,73.717,77.496,84.841,89.177,91.561,94.040,97.589,97.840,104.080,98.663,100.000,99.711,104.936,107.252,110.814,111.361,109.888,110.708,108.469,115.314
 "01109","Pike, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",664252,706205,759961,867873,926419,979947,1039162,1096475,1073599,1168526,1135708,1165119,1177645,1258704,1298513,1347025,1381500,1401302,1431257,1414426,1603499
 "01111","Randolph, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",397517,421699,416922,471353,474142,464576,459663,431772,431314,427385,369895,400596,470347,480399,492864,473151,472877,482330,464735,436365,478246
 "01111","Randolph, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",99.232,105.268,104.075,117.663,118.359,115.971,114.745,107.783,107.668,106.687,92.336,100.000,117.412,119.921,123.033,118.112,118.043,120.403,116.011,108.929,119.384
 "01111","Randolph, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",314596,337561,341352,398399,404739,408525,421183,400882,401810,407816,364407,400596,476131,490606,499729,476392,487439,505770,497922,479336,563528
 "01113","Russell, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1103679,1070561,1035360,1120840,1147813,1199353,1170120,1156053,1202012,1253739,1244905,1248452,1291922,1302031,1252496,1290405,1321592,1315181,1320225,1319360,1348424
 "01113","Russell, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.404,85.751,82.932,89.778,91.939,96.067,93.726,92.599,96.280,100.424,99.716,100.000,103.482,104.292,100.324,103.360,105.858,105.345,105.749,105.680,108.008
 "01113","Russell, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",876392,859479,839371,927823,972694,1054571,1059016,1063889,1147436,1213649,1218299,1248452,1331736,1370337,1358232,1422806,1487634,1513204,1549038,1575379,1679025
 "01115","St. Clair, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1224888,1284152,1321153,1420305,1483856,1474573,1497922,1499359,1418162,1496027,1557639,1776142,1756411,1765199,1798584,1798594,1818468,1868906,1877841,1841006,1993244
 "01115","St. Clair, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",68.963,72.300,74.383,79.966,83.544,83.021,84.336,84.417,79.845,84.229,87.698,100.000,98.889,99.384,101.264,101.264,102.383,105.223,105.726,103.652,112.223
 "01115","St. Clair, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",948484,1008520,1055142,1170891,1260469,1295139,1358278,1385097,1352730,1435027,1515543,1776142,1795565,1843407,1938290,1970559,2022996,2121661,2186909,2195817,2446517
 "01117","Shelby, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",5428866,5798148,6161070,6619941,7599599,8017703,8783889,8668491,8212393,8325717,8571060,8689553,9084746,9361574,9975204,10110101,10448919,10651870,10813881,10740227,11270557
 "01117","Shelby, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",62.476,66.726,70.902,76.183,87.457,92.268,101.086,99.758,94.509,95.813,98.636,100.000,104.548,107.734,114.795,116.348,120.247,122.582,124.447,123.599,129.702
 "01117","Shelby, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4260511,4609032,4996490,5542746,6586447,7215797,8109488,8120685,7908382,8070379,8423284,8689553,9268653,9765259,10603231,10896326,11448027,11978996,12454265,12604754,13769154
 "01119","Sumter, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",308669,306194,309032,315803,336139,328083,329827,291416,314542,325925,325473,343390,342828,338805,317934,322120,307780,301854,297868,305383,289861
 "01119","Sumter, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.889,89.168,89.994,91.966,97.888,95.542,96.050,84.865,91.599,94.914,94.783,100.000,99.837,98.665,92.587,93.806,89.630,87.904,86.743,88.932,84.412
 "01119","Sumter, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",226410,227736,236452,253861,274611,275120,289973,260612,278810,299585,317474,343390,354727,351873,329978,332765,327517,328191,328794,344019,354979
 "01121","Talladega, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1986073,2135375,2348963,2707672,2927930,3008738,2929921,2763793,2218040,2471517,2549327,2699807,2804406,2776481,2779526,2825416,2863637,2892577,2876151,2758745,3007315
 "01121","Talladega, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.563,79.094,87.005,100.291,108.450,111.443,108.523,102.370,82.156,91.544,94.426,100.000,103.874,102.840,102.953,104.653,106.068,107.140,106.532,102.183,111.390
 "01121","Talladega, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1752638,1896658,2098044,2440698,2644002,2700288,2673716,2522638,2144996,2396131,2491856,2699807,2829649,2862485,2984234,3069398,3149591,3217811,3230710,3126001,3391884
 "01123","Tallapoosa, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",937593,873347,943406,1065803,1172846,1034229,1033544,988251,920167,1043771,1118658,1157006,1119406,1150711,1194707,1250148,1186747,1210874,1264972,1214402,1299756
 "01123","Tallapoosa, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.036,75.483,81.539,92.117,101.369,89.388,89.329,85.414,79.530,90.213,96.686,100.000,96.750,99.456,103.259,108.050,102.570,104.656,109.331,104.961,112.338
 "01123","Tallapoosa, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",774069,733792,804731,927370,1039001,937247,963368,934167,894061,1016998,1097555,1157006,1145830,1209805,1294633,1370020,1319024,1367699,1464239,1436091,1576636
 "01125","Tuscaloosa, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",7237835,7652494,8197518,8846616,9361657,9413114,9880826,9507346,8677954,8996167,9926431,9419301,9567542,9280894,9101356,9394074,9774325,9883999,10369768,9860054,10323162
 "01125","Tuscaloosa, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.840,81.243,87.029,93.920,99.388,99.934,104.900,100.935,92.129,95.508,105.384,100.000,101.574,98.531,96.625,99.732,103.769,104.933,110.091,104.679,109.596
 "01125","Tuscaloosa, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",5173396,5481089,6131763,6877040,7730438,7969119,8641778,8645871,7672680,8259065,9654353,9419301,9512808,9342374,9256497,9467266,10176926,10697775,11146745,10470550,11891483
 "01127","Walker, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1679067,1738106,1856071,1951832,2044854,1980361,1928289,1945900,1932590,1997711,1914883,1791224,1773197,1795176,1778206,1824222,1869322,1884077,1688108,1544659,1566603
 "01127","Walker, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.739,97.035,103.620,108.966,114.160,110.559,107.652,108.635,107.892,111.528,106.904,100.000,98.994,100.221,99.273,101.842,104.360,105.184,94.243,86.235,87.460
 "01127","Walker, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1217029,1273649,1408338,1533934,1678396,1695102,1705984,1782172,1821711,1916967,1881497,1791224,1797915,1861196,1866333,1927792,2027230,2094080,1915722,1800840,1915181
 "01129","Washington, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",788084,716615,737537,802696,745876,820512,885625,792858,824346,898599,811234,747892,782531,831900,737171,774846,750303,735323,769783,745228,754413
 "01129","Washington, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",105.374,95.818,98.615,107.328,99.730,109.710,118.416,106.012,110.223,120.151,108.469,100.000,104.632,111.233,98.567,103.604,100.322,98.319,102.927,99.644,100.872
 "01129","Washington, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",560755,507993,543187,605095,583369,663373,730069,691159,760448,831221,787344,747892,803868,882303,800940,849653,845101,846447,901050,875416,967974
 "01131","Wilcox, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",370360,363143,338285,396439,420985,437303,404812,371882,415276,390389,347464,341004,368788,360140,359262,390303,392182,415057,391223,369555,328916
 "01131","Wilcox, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",108.609,106.492,99.203,116.256,123.455,128.240,118.712,109.055,121.780,114.482,101.894,100.000,108.148,105.612,105.354,114.457,115.008,121.716,114.727,108.373,96.455
 "01131","Wilcox, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",291452,285843,269294,320953,344804,372075,358751,336682,393038,379006,343517,341004,382489,377208,378777,406617,425590,462880,435640,399991,394002
 "01133","Winston, AL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",634471,632461,610403,656360,701256,707787,670020,618643,578729,620345,642059,632865,664221,621935,632909,623271,642517,644926,687995,723900,728005
 "01133","Winston, AL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.254,99.936,96.451,103.712,110.807,111.839,105.871,97.753,91.446,98.022,101.453,100.000,104.955,98.273,100.007,98.484,101.525,101.906,108.711,114.385,115.033
 "01133","Winston, AL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",538036,540454,536297,604237,646555,652264,619416,576135,548272,598153,620959,632865,693916,674503,693302,695294,734023,764522,826599,908868,1045869
"Note: See the included footnote file."
"CAGDP1: County and MSA gross domestic product (GDP) summary "
"Last updated: December 8, 2022 -- new statistics for 2021, revised statistics for 2017-2020."
"U.S. Bureau of Economic Analysis"
