GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "48261","Kenedy, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",279512,276127,378881,467458,464412,429095,516727,620000,357916,425144,404796,298783,295599,358100,217771,182427,223281,235426,274967,180498,336339
 "48263","Kent, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",436425,580029,445797,437205,364280,409365,433715,374703,486761,451447,492668,529790,472198,406832,427698,463930,425919,391393,388601,324710,275136
 "48263","Kent, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.377,109.483,84.146,82.524,68.759,77.269,81.865,70.727,91.878,85.212,92.993,100.000,89.129,76.791,80.730,87.569,80.394,73.877,73.350,61.290,51.933
 "48263","Kent, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",213488,230532,282141,335946,383611,434817,491517,584939,367457,466681,585463,529790,508290,421551,206389,191084,227276,254592,196808,103614,199958
 "48265","Kerr, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1288127,1341653,1366455,1398532,1446601,1564257,1539471,1546751,1543523,1600396,1591538,1611078,1562153,1649499,1701666,1663825,1724559,1843176,1926699,1937117,2047217
 "48265","Kerr, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.954,83.277,84.816,86.807,89.791,97.094,95.555,96.007,95.807,99.337,98.787,100.000,96.963,102.385,105.623,103.274,107.044,114.406,119.591,120.237,127.071
 "48265","Kerr, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",990157,1058040,1103765,1163626,1241168,1387143,1412121,1443423,1469606,1538534,1553379,1611078,1596316,1721942,1824126,1818766,1916362,2089877,2242322,2314894,2510660
 "48267","Kimble, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",120157,135580,136442,130437,122160,123755,113292,116326,112616,111747,127429,141916,162007,171743,164441,152772,128655,143425,141666,141889,147483
 "48267","Kimble, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",84.668,95.535,96.142,91.911,86.079,87.203,79.830,81.968,79.354,78.742,89.792,100.000,114.156,121.017,115.872,107.649,90.656,101.063,99.823,99.981,103.923
 "48267","Kimble, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",92058,104330,109609,110474,105701,109762,103449,108440,106225,106608,123752,141916,166711,177407,166764,153512,132375,150858,152184,155540,168737
 "48269","King, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",185761,243142,167112,151473,146338,187147,191109,171876,216465,164546,164608,181639,167379,157231,198365,249410,230951,208560,199078,159685,133042
 "48269","King, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",102.270,133.860,92.003,83.393,80.565,103.032,105.214,94.626,119.174,90.590,90.624,100.000,92.150,86.562,109.209,137.311,127.149,114.821,109.601,87.914,73.246
 "48269","King, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",91942,98910,106117,116142,152486,197028,214211,262952,164696,168187,192214,181639,179388,161725,103617,110801,131590,141278,106690,55971,104783
 "48271","Kinney, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",54323,62479,65618,64451,60878,61890,61390,60123,63962,68823,70756,77952,98084,101617,115537,110319,111639,98257,102000,103676,99624
 "48271","Kinney, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.687,80.150,84.177,82.679,78.096,79.394,78.754,77.127,82.052,88.288,90.768,100.000,125.825,130.357,148.215,141.522,143.214,126.047,130.848,132.999,127.801
 "48271","Kinney, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",40545,47531,52218,53933,51784,54533,56383,56398,61143,66827,69811,77952,100428,106556,122055,116049,119368,107574,115073,119078,122705
 "48273","Kleberg, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1141682,1268872,1373342,1239642,1183116,1236499,1243614,1218044,1216117,1116307,1164638,1219059,1219100,1162235,1135287,1071704,1070607,1029230,1085554,1078903,1092893
 "48273","Kleberg, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.653,104.086,112.656,101.688,97.052,101.431,102.014,99.917,99.759,91.571,95.536,100.000,100.003,95.339,93.128,87.912,87.822,84.428,89.049,88.503,89.651
 "48273","Kleberg, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",732310,790321,997616,979997,1033304,1106543,1175910,1297092,1105414,1077716,1165417,1219059,1253422,1206688,1121870,1057901,1084113,1069544,1142522,1155511,1240176
 "48275","Knox, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",136136,135679,157692,166126,149352,161240,155910,131155,128778,132057,135250,154874,181071,175217,150335,149498,151167,159874,154658,162462,208343
 "48275","Knox, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",87.901,87.606,101.820,107.266,96.435,104.111,100.669,84.685,83.150,85.267,87.329,100.000,116.915,113.135,97.069,96.529,97.607,103.229,99.861,104.900,134.525
 "48275","Knox, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",96492,93563,120048,138387,126438,138594,146805,135070,113315,125135,135857,154874,187442,178675,133726,127474,135780,148555,142437,145404,221550
 "48277","Lamar, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1768981,1812878,1741027,1774750,1739265,1896471,1893313,1829635,1857211,1913188,2117708,2050471,2038022,2020159,2114983,2246040,2362551,2522641,2440582,2261712,2366855
 "48277","Lamar, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.272,88.413,84.909,86.553,84.823,92.490,92.336,89.230,90.575,93.305,103.279,100.000,99.393,98.522,103.146,109.538,115.220,123.027,119.025,110.302,115.430
 "48277","Lamar, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1439602,1483588,1447118,1495009,1501634,1681615,1715811,1687068,1825422,1874786,2068028,2050471,2092823,2132718,2307414,2472702,2620153,2814082,2779481,2619104,2802184
 "48279","Lamb, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",808917,831960,895134,873208,839617,867341,827358,848495,760892,944482,843600,850221,924682,851822,841286,792919,817389,761949,744569,723858,669596
 "48279","Lamb, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",95.142,97.852,105.283,102.704,98.753,102.014,97.311,99.797,89.494,111.087,99.221,100.000,108.758,100.188,98.949,93.260,96.138,89.618,87.574,85.138,78.756
 "48279","Lamb, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",601461,592963,691222,714191,706992,758213,764544,808511,707608,902577,859989,850221,954967,894188,832067,741829,799057,751887,737780,715465,805985
 "48281","Lampasas, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",362813,393295,388710,397853,420140,428623,394720,405017,407651,411327,419191,444156,436145,440547,427642,415231,425510,442842,466848,477476,486785
 "48281","Lampasas, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.686,88.549,87.516,89.575,94.593,96.503,88.870,91.188,91.781,92.609,94.379,100.000,98.196,99.187,96.282,93.488,95.802,99.704,105.109,107.502,109.598
 "48281","Lampasas, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",275291,306386,308505,325749,356062,376714,357753,375111,387734,394297,407320,444156,445970,460616,459193,454535,471774,500258,541508,572692,606000
 "48283","La Salle, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",233122,234540,248123,236235,264818,306543,289872,277448,357232,513089,1264005,3511854,6115465,7876020,8969594,7339238,7095201,7076684,7695106,6233153,5617101
 "48283","La Salle, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",6.638,6.679,7.065,6.727,7.541,8.729,8.254,7.900,10.172,14.610,35.993,100.000,174.138,224.270,255.409,208.985,202.036,201.509,219.118,177.489,159.947
 "48283","La Salle, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",144680,136331,179344,193055,257374,305252,307037,356693,306631,531650,1456767,3511854,6564702,8156158,4226718,2929025,3716306,4532755,3784649,1794747,4093310
 "48285","Lavaca, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1307236,1440867,1376977,1245237,1070635,1097196,1157426,1026503,936098,797902,812134,971185,1231986,1465138,1667163,1509168,1454013,1526095,1663365,1518535,1533509
 "48285","Lavaca, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",134.602,148.362,141.783,128.218,110.240,112.975,119.177,105.696,96.387,82.158,83.623,100.000,126.854,150.861,171.663,155.395,149.715,157.138,171.272,156.359,157.901
 "48285","Lavaca, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",748465,741323,935633,963278,1017213,1056387,1167867,1272533,815963,784299,837648,971185,1287325,1521387,1196469,1033524,1090631,1234702,1229547,963661,1329410
 "48287","Lee, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",697404,720324,672051,649026,698703,753339,700993,714264,775866,781677,850582,944081,929300,1003635,1029071,947417,936903,916621,1067119,938019,872852
 "48287","Lee, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.871,76.299,71.186,68.747,74.009,79.796,74.251,75.657,82.182,82.798,90.096,100.000,98.434,106.308,109.002,100.353,99.240,97.091,113.033,99.358,92.455
 "48287","Lee, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",435720,427499,469756,493744,607695,674566,659351,766109,684515,752435,865614,944081,948656,1030655,928448,846673,884267,909212,1044986,885420,951752
 "48289","Leon, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",836260,815220,760132,793017,924392,1049512,1182436,1197257,1373308,1344985,1239510,1171375,1313427,1362295,1386031,1162746,960467,930202,920030,951347,942062
 "48289","Leon, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.391,69.595,64.892,67.700,78.915,89.597,100.944,102.210,117.239,114.821,105.817,100.000,112.127,116.299,118.325,99.263,81.995,79.411,78.543,81.216,80.424
 "48289","Leon, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",506829,476894,515552,609482,856752,1016152,1212620,1520851,1117442,1337921,1362710,1171375,1352597,1385671,1034233,817256,751623,785914,736734,676846,874976
 "48291","Liberty, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1734638,1844678,1921646,2081304,2274919,2303801,2229512,2067770,2061175,1951390,2037206,1963147,1855822,1849645,1812037,1814462,1881236,2057344,2106176,2099313,2172292
 "48291","Liberty, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.360,93.965,97.886,106.019,115.881,117.352,113.568,105.329,104.993,99.401,103.772,100.000,94.533,94.218,92.303,92.426,95.828,104.798,107.286,106.936,110.654
 "48291","Liberty, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1116447,1169644,1367720,1607514,2019668,2107718,2128470,2222156,1863992,1882083,2041753,1963147,1914773,1935580,1815531,1826950,1948426,2194617,2287427,2302865,2529539
 "48293","Limestone, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1341881,1423197,1542745,1605880,1680902,1764381,1945177,1922164,1963052,1852144,1817519,1613260,1632877,1578461,1518062,1428980,1386814,1504481,1517786,1355300,1392704
 "48293","Limestone, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.178,88.219,95.629,99.543,104.193,109.367,120.574,119.148,121.682,114.808,112.661,100.000,101.216,97.843,94.099,88.577,85.963,93.257,94.082,84.010,86.329
 "48293","Limestone, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",929160,930816,1158434,1305309,1578040,1718879,1967280,2282079,1763770,1848329,1910713,1613260,1671167,1655242,1415900,1296212,1332611,1514641,1523472,1329603,1555546
 "48295","Lipscomb, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",417563,449099,461618,480019,544255,628280,744779,747880,895184,658678,689839,849431,768231,838399,910140,820095,877397,791616,864588,861595,777467
 "48295","Lipscomb, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",49.158,52.871,54.344,56.511,64.073,73.965,87.680,88.045,105.386,77.543,81.212,100.000,90.441,98.701,107.147,96.546,103.292,93.194,101.784,101.432,91.528
 "48295","Lipscomb, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",228034,212793,310242,381429,560896,652892,828298,1115415,700393,672278,792026,849431,818919,867358,508919,412028,518824,523700,514788,441977,564924
 "48297","Live Oak, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",955361,898770,805877,853645,719441,789209,941957,767806,769990,776336,1229826,1691045,2085157,2452903,2514898,2258631,2121691,1981843,2521637,2128049,1877096
 "48297","Live Oak, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",56.495,53.149,47.656,50.480,42.544,46.670,55.703,45.404,45.533,45.909,72.726,100.000,123.306,145.053,148.719,133.564,125.466,117.196,149.117,125.842,111.002
 "48297","Live Oak, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",504432,425489,479213,572604,605192,705197,898013,810144,582545,706168,1330097,1691045,2165287,2475279,1395393,1088095,1255656,1385958,1452318,864114,1442462
 "48299","Llano, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",414188,426903,437480,423498,431830,463225,468755,475589,480542,489576,473349,503513,496316,508195,646025,664326,680456,672888,686811,705164,729917
 "48299","Llano, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",82.260,84.785,86.885,84.109,85.763,91.999,93.097,94.454,95.438,97.232,94.009,100.000,98.571,100.930,128.303,131.938,135.142,133.638,136.404,140.049,144.965
 "48299","Llano, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",314569,329956,348737,350348,369322,412783,431347,445243,460480,471398,462470,503513,508202,533043,695682,722172,753978,765163,803973,840522,918753
 "48301","Loving, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",277435,305790,304696,371118,606608,826227,1118070,857418,992653,625101,532224,748815,922258,1394941,2293867,4127854,6011028,7968507,10394525,10884326,8094120
 "48301","Loving, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",37.050,40.836,40.690,49.561,81.009,110.338,149.312,114.503,132.563,83.479,71.075,100.000,123.162,186.286,306.333,551.251,802.739,1064.149,1388.130,1453.540,1080.924
 "48301","Loving, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",131563,116280,189664,282839,645666,886918,1278702,1362601,745277,649180,637326,748815,995132,1445629,1001018,1496551,2958533,4939620,4758698,2647479,5851510
 "48303","Lubbock, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",8972453,9174895,9372244,9523566,9906425,10397608,10346260,10424989,10322672,10692309,10676350,11087275,11396324,11484288,11823537,11977790,12033068,12359529,12543623,12528364,12845631
 "48303","Lubbock, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",80.926,82.752,84.532,85.896,89.350,93.780,93.317,94.027,93.104,96.438,96.294,100.000,102.787,103.581,106.641,108.032,108.530,111.475,113.135,112.998,115.859
 "48303","Lubbock, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",7042015,7330343,7659051,8002528,8536949,9207204,9460744,9745950,9784890,10289655,10459000,11087275,11674591,11995709,12530891,12876001,13146470,13836149,14391282,14730388,15714220
 "48305","Lynn, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",148499,151163,195477,209837,227224,142902,273428,149108,158759,241865,146016,203958,286837,175161,172002,198645,203992,226082,281067,322948,370153
 "48305","Lynn, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",72.809,74.115,95.842,102.883,111.407,70.065,134.061,73.107,77.839,118.586,71.591,100.000,140.636,85.881,84.332,97.395,100.017,110.848,137.807,158.341,181.485
 "48305","Lynn, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",112441,112043,156902,187041,189242,119528,257783,149156,136436,228505,152748,203958,299085,180275,153829,174271,186753,213945,265367,302456,392103
 "48307","McCulloch, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",226090,232370,249576,247929,241883,256669,275823,316951,246017,266262,321596,345257,359350,371783,352416,325606,359901,381059,334775,306754,312707
 "48307","McCulloch, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.485,67.304,72.287,71.810,70.059,74.342,79.889,91.802,71.256,77.120,93.147,100.000,104.082,107.683,102.074,94.308,104.242,110.370,96.964,88.848,90.572
 "48307","McCulloch, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",160756,166457,185770,194312,199689,222159,248627,297010,233968,255714,314877,345257,360496,375454,352187,325770,377437,413537,369032,342004,372774
 "48309","McLennan, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",7735216,7769510,8058415,8382983,8578692,8812475,8832268,8761285,8599438,8948838,9094039,9450105,10213444,10648170,10444611,10625710,11280567,11700937,11821292,11380893,12033420
 "48309","McLennan, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.853,82.216,85.273,88.708,90.779,93.253,93.462,92.711,90.998,94.696,96.232,100.000,108.078,112.678,110.524,112.440,119.370,123.818,125.092,120.431,127.336
 "48309","McLennan, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",6254187,6407261,6752989,7164496,7521072,7907299,8086479,8142891,8267907,8639617,8883217,9450105,10435148,11123124,11181529,11552769,12429362,13145065,13591408,13419165,14660950
 "48311","McMullen, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",337935,350721,374605,498041,573273,439882,354209,293287,361397,353821,660068,1920363,3541775,4640538,4895527,4665852,3790143,3362561,3611426,3035024,2381502
 "48311","McMullen, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",17.597,18.263,19.507,25.935,29.852,22.906,18.445,15.272,18.819,18.425,34.372,100.000,184.433,241.649,254.927,242.967,197.366,175.100,188.060,158.044,124.013
 "48311","McMullen, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",164329,140053,234666,379282,600991,465037,399609,454923,274057,365041,783611,1920363,3814131,4803851,2181640,1737147,1897316,2104567,1687909,782980,1703046
 "48313","Madison, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",353013,383595,375374,384834,380435,391248,393225,339886,371780,419529,488030,709119,849619,1064399,1115134,934914,870492,807989,827685,755372,775974
 "48313","Madison, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",49.782,54.095,52.935,54.269,53.649,55.174,55.453,47.931,52.428,59.162,68.822,100.000,119.813,150.102,157.256,131.842,122.757,113.943,116.720,106.523,109.428
 "48313","Madison, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",250587,266690,290426,322691,350559,368582,389611,381475,339484,424023,526759,709119,898089,1107019,724619,567551,592424,594931,565816,463802,594641
 "48315","Marion, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",299258,272297,293562,258947,294400,281035,256695,248463,254025,262870,247112,241625,244093,221335,214669,233204,251467,262894,263081,243072,229347
 "48315","Marion, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",123.852,112.694,121.495,107.169,121.842,116.311,106.237,102.830,105.132,108.793,102.271,100.000,101.022,91.603,88.844,96.515,104.073,108.803,108.880,100.599,94.919
 "48315","Marion, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",221332,195522,232697,219571,271536,267233,250092,262612,242357,261027,250407,241625,253009,235898,213899,230742,262207,289595,284155,260558,286778
 "48317","Martin, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",421639,511502,441545,445299,478759,573734,772049,933732,1372572,1497064,1962677,3028600,3373757,3503847,4711416,5976722,6989007,9316875,14009307,14253320,14429263
 "48317","Martin, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",13.922,16.889,14.579,14.703,15.808,18.944,25.492,30.830,45.320,49.431,64.805,100.000,111.397,115.692,155.564,197.343,230.767,307.630,462.567,470.624,476.433
 "48317","Martin, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",244441,255368,310833,367775,501091,606184,878040,1407912,1058262,1542828,2322210,3028600,3629258,3634547,2209319,2372378,3679789,6100189,6886121,3864592,11139511
 "48319","Mason, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",64585,80130,80677,88277,77635,93218,71786,93594,98694,102744,106884,113015,111562,110737,123633,113941,120543,129233,127334,121004,126202
 "48319","Mason, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",57.147,70.902,71.386,78.110,68.694,82.483,63.519,82.815,87.328,90.912,94.575,100.000,98.714,97.984,109.395,100.819,106.661,114.351,112.670,107.069,111.668
 "48319","Mason, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",48663,61462,64224,73273,65414,80657,65887,87537,92295,98427,104962,113015,112523,113116,126274,117001,127364,140033,140962,136446,146617
 "48321","Matagorda, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2561598,2441443,2226195,2368435,2205067,2441257,2322088,2360332,2339454,2242348,2141425,1976659,1943750,2027923,2024714,2066792,2105468,1982035,2120039,2083049,2076077
 "48321","Matagorda, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",129.592,123.514,112.624,119.820,111.555,123.504,117.475,119.410,118.354,113.441,108.336,100.000,98.335,102.593,102.431,104.560,106.516,100.272,107.254,105.382,105.030
 "48321","Matagorda, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1870172,1683810,1745210,1982006,2009027,2321092,2285279,2513933,2272918,2248698,2202461,1976659,2011320,2192004,2110690,2105240,2205797,2132899,2331551,2279881,2566425
 "48323","Maverick, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",953491,970456,972172,978073,1033639,1112182,1100102,1180865,1251080,1261523,1309327,1380907,1336548,1343776,1386224,1410498,1495167,1588275,1599180,1509847,1531716
 "48323","Maverick, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.048,70.277,70.401,70.828,74.852,80.540,79.665,85.514,90.598,91.355,94.816,100.000,96.788,97.311,100.385,102.143,108.274,115.017,115.807,109.337,110.921
 "48323","Maverick, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",678682,692122,746184,791391,893463,992478,1023985,1200844,1145818,1214889,1301771,1380907,1376967,1407089,1422158,1453189,1578724,1723118,1754672,1672957,1818640
 "48325","Medina, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",628123,675748,704777,710731,715328,750365,682187,670042,703540,726023,762827,802131,902311,889440,906110,865833,906585,954639,989105,1026734,1057438
 "48325","Medina, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.307,84.244,87.863,88.605,89.178,93.546,85.047,83.533,87.709,90.512,95.100,100.000,112.489,110.885,112.963,107.942,113.022,119.013,123.310,128.001,131.829
 "48325","Medina, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",478792,527071,565708,594487,612923,665610,628947,633397,664080,697948,746568,802131,927060,930790,954590,920955,983466,1058893,1125788,1201132,1289910
 "48327","Menard, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",47026,52431,53912,50940,48576,50437,48037,51680,54914,48970,55779,65819,76900,63349,66033,55477,50387,54881,53788,54928,52737
 "48327","Menard, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.447,79.659,81.909,77.394,73.802,76.630,72.983,78.519,83.432,74.402,84.746,100.000,116.837,96.247,100.325,84.288,76.553,83.382,81.722,83.453,80.125
 "48327","Menard, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",35031,38831,43713,44536,45121,48168,48546,57981,49622,48893,59226,65819,80319,65095,57699,47220,45296,51830,50611,51309,54358
 "48329","Midland, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",6492786,6537758,6323971,6660942,7011857,8200199,8880697,9726072,10052960,11008545,12612179,15248537,15655061,17114713,18524917,18618430,21997273,26577881,31260055,29587229,28124795
 "48329","Midland, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",42.580,42.875,41.473,43.682,45.984,53.777,58.240,63.784,65.927,72.194,82.711,100.000,102.666,112.238,121.487,122.100,144.258,174.298,205.004,194.033,184.443
 "48329","Midland, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4368527,4253229,4659772,5250022,6191561,7485036,8442191,10240831,8759659,10510320,12865158,15248537,16095107,17592177,15248620,14603059,19442689,25897351,27071971,20120521,30896404
 "48331","Milam, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1015154,943432,1001695,1032199,917440,872149,833339,811297,879372,929802,1059541,1055451,1005788,968252,937892,932134,902923,569901,615463,585868,607642
